Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,C,kernel,solver,F1-Score,Precision,Recall,Support
2022-10-03 11:16:48,2.1s,6e5c40cfd8594baba1a6d0353375e949,REGL,LOCAL,/usr/local/lib/python3.7/dist-packages/ipykernel_launcher.py,root,FINISHED,1000.0,,lbfgs,0.88656782270262,0.8869150974076668,0.8867614879649891,3656
2022-10-03 11:16:39,8.9s,d216dd63d4a04c4ba1313c5e914a7a5f,REGL,LOCAL,/usr/local/lib/python3.7/dist-packages/ipykernel_launcher.py,root,FINISHED,56.23413251903491,,newton-cg,0.888207588438716,0.8884230030171054,0.888402625820569,3656
2022-10-03 11:16:36,3.0s,ff76659181fa415a89dfe0a180d96efb,REGL,LOCAL,/usr/local/lib/python3.7/dist-packages/ipykernel_launcher.py,root,FINISHED,56.23413251903491,,saga,0.8884815532475915,0.888920595320196,0.8886761487964989,3656
2022-10-03 11:16:34,2.6s,c5f94b432ecf4dc98a0caac562ca91d9,REGL,LOCAL,/usr/local/lib/python3.7/dist-packages/ipykernel_launcher.py,root,FINISHED,56.23413251903491,,sag,0.8876811975386125,0.8880658833425529,0.887855579868709,3656
2022-10-03 11:16:31,3.0s,b1454fa2d04a47c08b1db7ccf850cbaf,REGL,LOCAL,/usr/local/lib/python3.7/dist-packages/ipykernel_launcher.py,root,FINISHED,56.23413251903491,,saga,0.8884815532475915,0.888920595320196,0.8886761487964989,3656
2022-10-03 11:16:30,0.8s,b26eb9e3acb7465bb629cd2f652bb0b0,REGL,LOCAL,/usr/local/lib/python3.7/dist-packages/ipykernel_launcher.py,root,FINISHED,3.1622776601683795,,liblinear,0.8855062553856411,0.8857966730618031,0.8856673960612691,3656
2022-10-03 11:16:28,2.1s,1d890a1f8ae14623a6767f9804ac7e48,REGL,LOCAL,/usr/local/lib/python3.7/dist-packages/ipykernel_launcher.py,root,FINISHED,0.01,,lbfgs,0.8868566271979716,0.8872945724740235,0.8870350109409191,3656
2022-10-03 11:16:25,3.0s,10ded23c118843de92eabfe495c99f27,REGL,LOCAL,/usr/local/lib/python3.7/dist-packages/ipykernel_launcher.py,root,FINISHED,0.1778279410038923,,saga,0.8884815532475915,0.888920595320196,0.8886761487964989,3656
2022-10-03 11:16:22,2.6s,8485c2be2c3347be810da42122eb9c41,REGL,LOCAL,/usr/local/lib/python3.7/dist-packages/ipykernel_launcher.py,root,FINISHED,0.464158883361278,,sag,0.8876811975386125,0.8880658833425529,0.887855579868709,3656
2022-10-03 11:15:30,52.5s,1e17fe9394ee4a07847e3856266ef7b4,REGL,LOCAL,/usr/local/lib/python3.7/dist-packages/ipykernel_launcher.py,root,FINISHED,0.464158883361278,,newton-cg,0.888207588438716,0.8884230030171054,0.888402625820569,3656
2022-10-03 11:15:26,3.1s,0478e26b067441a49ab8fa53ea0e6932,REGL,LOCAL,/usr/local/lib/python3.7/dist-packages/ipykernel_launcher.py,root,FINISHED,0.464158883361278,,saga,0.8884815532475915,0.888920595320196,0.8886761487964989,3656
2022-10-03 11:15:23,3.0s,8e0d521f0f914766b4d3b89b29583ab9,REGL,LOCAL,/usr/local/lib/python3.7/dist-packages/ipykernel_launcher.py,root,FINISHED,0.464158883361278,,saga,0.8884815532475915,0.888920595320196,0.8886761487964989,3656
2022-10-03 11:15:21,2.1s,cbfeb41e27e645029f08cef50002a482,REGL,LOCAL,/usr/local/lib/python3.7/dist-packages/ipykernel_launcher.py,root,FINISHED,0.026101572156825372,,lbfgs,0.8879474837157117,0.8884351711024321,0.888129102844639,3656
2022-10-03 11:15:19,2.2s,4a335c7c214449cd92a438c8aa6fba9d,REGL,LOCAL,/usr/local/lib/python3.7/dist-packages/ipykernel_launcher.py,root,FINISHED,3.1622776601683795,,lbfgs,0.8871253688233871,0.8876198778908903,0.887308533916849,3656
2022-10-03 11:15:18,0.7s,36a62003e294437cabfbd8f19adabbd4,REGL,LOCAL,/usr/local/lib/python3.7/dist-packages/ipykernel_launcher.py,root,FINISHED,8.25404185268019,,liblinear,0.8857674754631829,0.8860373000906531,0.8859409190371991,3656
2022-10-03 11:15:16,2.6s,f6304faa3aa04ae98be7a11b82c2c452,REGL,LOCAL,/usr/local/lib/python3.7/dist-packages/ipykernel_launcher.py,root,FINISHED,0.06812920690579616,,sag,0.8879427756771834,0.8883068148801213,0.888129102844639,3656
2022-10-03 11:15:13,3.0s,ed2885f6d57e4d8191d9b032b31cc52e,REGL,LOCAL,/usr/local/lib/python3.7/dist-packages/ipykernel_launcher.py,root,FINISHED,146.77992676220705,,saga,0.8884815532475915,0.888920595320196,0.8886761487964989,3656
2022-10-03 11:15:10,3.1s,b56380a37c7840708fbb0594269932ba,REGL,LOCAL,/usr/local/lib/python3.7/dist-packages/ipykernel_launcher.py,root,FINISHED,1.2115276586285888,,saga,0.8884815532475915,0.888920595320196,0.8886761487964989,3656
2022-10-03 11:15:09,0.7s,a166fa6ecee44ed58376dcb7974ad54b,REGL,LOCAL,/usr/local/lib/python3.7/dist-packages/ipykernel_launcher.py,root,FINISHED,0.1778279410038923,,liblinear,0.8857674754631829,0.8860373000906531,0.8859409190371991,3656
2022-10-03 11:14:09,59.5s,f8b181a5e9644028857b819da4d0390b,REGL,LOCAL,/usr/local/lib/python3.7/dist-packages/ipykernel_launcher.py,root,FINISHED,0.026101572156825372,,newton-cg,0.8879264878427731,0.8881825259552281,0.888129102844639,3656
2022-10-03 11:14:06,3.0s,cd831664209846ea8e9a88c0fe854dba,REGL,LOCAL,/usr/local/lib/python3.7/dist-packages/ipykernel_launcher.py,root,FINISHED,1.2115276586285888,,saga,0.8884815532475915,0.888920595320196,0.8886761487964989,3656
2022-10-03 11:14:03,3.0s,bc32c299152e4115bbae9d2809b1ee9b,REGL,LOCAL,/usr/local/lib/python3.7/dist-packages/ipykernel_launcher.py,root,FINISHED,1.2115276586285888,,saga,0.8884815532475915,0.888920595320196,0.8886761487964989,3656
2022-10-03 11:14:00,2.9s,51a4296eb1af408daa8734197e03ec64,REGL,LOCAL,/usr/local/lib/python3.7/dist-packages/ipykernel_launcher.py,root,FINISHED,1.2115276586285888,,saga,0.8884815532475915,0.888920595320196,0.8886761487964989,3656
2022-10-03 11:13:59,0.7s,889214474d7143f381a03a8a998bd7bf,REGL,LOCAL,/usr/local/lib/python3.7/dist-packages/ipykernel_launcher.py,root,FINISHED,21.544346900318846,,liblinear,0.8855062553856411,0.8857966730618031,0.8856673960612691,3656
2022-10-03 11:13:56,3.0s,965e3215cc114537861abe903500c3bd,REGL,LOCAL,/usr/local/lib/python3.7/dist-packages/ipykernel_launcher.py,root,FINISHED,3.1622776601683795,,saga,0.8884815532475915,0.888920595320196,0.8886761487964989,3656
2022-10-03 11:13:53,3.0s,be3ac329cc72442f94c71d275e80f1df,REGL,LOCAL,/usr/local/lib/python3.7/dist-packages/ipykernel_launcher.py,root,FINISHED,0.1778279410038923,,saga,0.8884815532475915,0.888920595320196,0.8886761487964989,3656
2022-10-03 11:13:50,3.0s,eeea5c4152e04e5aaecae1c89893dfcc,REGL,LOCAL,/usr/local/lib/python3.7/dist-packages/ipykernel_launcher.py,root,FINISHED,56.23413251903491,,saga,0.8884815532475915,0.888920595320196,0.8886761487964989,3656
2022-10-03 11:13:47,3.0s,1f30c94cc58a43c3829a81bb999de7d6,REGL,LOCAL,/usr/local/lib/python3.7/dist-packages/ipykernel_launcher.py,root,FINISHED,0.01,,saga,0.887419159120347,0.8878580237329592,0.887582056892779,3656
2022-10-03 11:13:44,3.0s,dfc9c9bb2dd146618ed75b6480efca6c,REGL,LOCAL,/usr/local/lib/python3.7/dist-packages/ipykernel_launcher.py,root,FINISHED,0.1778279410038923,,saga,0.8884815532475915,0.888920595320196,0.8886761487964989,3656
